id,store_id,timestamp,flavour_id,price_in_pence
634,S004,2024-06-05 12:56:21,4,547
635,S008,2024-06-05 13:30:57,2,395
636,S011,2024-06-05 13:52:09,10,406
637,S011,2024-06-05 09:23:15,7,336
638,S014,2024-06-05 11:04:46,5,434
639,S015,2024-06-05 12:56:06,6,406
640,S009,2024-06-05 11:30:46,3,525
641,S003,2024-06-05 13:33:52,1,509
642,S007,2024-06-05 11:53:57,1,532
643,S005,2024-06-05 11:40:49,6,450
644,S005,2024-06-05 13:02:25,8,-506
645,S008,2024-06-05 14:12:08,10,334
646,S005,2024-06-05 15:36:02,12,497
647,S003,2024-06-05 11:44:42,5,439
648,S012,05/06/2024 15:22:56,7,490
649,S011,2024-06-05 13:34:17,2,516
650,S006,2024-06-05 12:25:41,7,443
651,S009,2024-06-05 13:03:22,7,364
652,S016,2024-06-05 13:00:08,10,253
653,S009,2024-06-05 11:26:23,4,326
654,S008,2024-06-05 14:00:30,7,419
655,S006,2024-06-05 09:50:02,11,460
656,S002,2024-06-06 10:20:16,10,325
657,S013,2024-06-06 13:35:56,10,538
658,S010,2024-06-06 12:47:30,2,360
659,S014,2024-06-06 14:26:52,10,323
660,S009,2024-06-06 15:25:38,3,425
661,S013,2024-06-06 09:43:33,3,305
662,S014,2024-06-06 11:22:57,3,299
663,S004,2024-06-06 13:41:57,2,496
664,S014,2024-06-06 12:26:02,9,465
665,S016,2024-06-06 13:22:47,7,429
666,S004,2024-06-06 11:51:49,7,318
667,S010,06/06/2024 12:36:12,10,528
668,S001,2024-06-06 10:56:00,10,517
669,S011,2024-06-06 10:50:27,7,435
670,S014,2024-06-06 13:28:43,10,437
671,S016,2024-06-06 13:14:30,3,439
672,S012,2024-06-06 14:05:54,12,453
673,S008,2024-06-06 10:47:32,8,332
674,S002,2024-06-06 15:56:00,3,449
675,S016,2024-06-06 10:40:16,10,472
676,S002,2024-06-06 15:30:25,12,446
677,S002,2024-06-06 12:44:12,3,503
678,S010,2024-06-06 14:22:32,4,267
679,S006,06/06/2024 12:23:41,11,268
680,S006,2024-06-06 14:20:22,2,391
681,S007,2024-06-06 14:05:04,9,257
682,S012,2024-06-06 11:41:12,6,391
683,S001,2024-06-06 12:36:06,5,339
684,S011,2024-06-06 15:49:56,2,512
685,S009,2024-06-06 15:57:36,12,476
686,S011,06/06/2024 15:10:55,8,485
687,S004,2024-06-06 12:29:50,5,284
688,S008,2024-06-06 15:48:33,6,461
689,S009,2024-06-06 10:43:43,4,397
690,S006,2024-06-06 12:21:57,8,410
691,S007,2024-06-06 11:44:15,8,352
692,S007,2024-06-06 11:14:06,4,432
693,S016,2024-06-06 14:15:34,10,253
694,S012,2024-06-06 12:58:56,10,411
695,S016,2024-06-06 11:59:14,3,511
696,S014,2024-06-06 10:01:22,8,526
697,S006,2024-06-06 13:53:29,8,-311
698,S007,2024-06-06 10:47:23,7,547
699,S009,2024-06-06 12:53:39,4,387
700,S014,2024-06-06 13:54:23,4,464
701,S015,2024-06-06 11:02:36,3,542
702,S009,2024-06-06 12:43:24,4,534
703,S005,2024-06-06 11:22:31,8,254
704,S011,2024-06-06 11:50:54,8,403
705,S006,2024-06-06 14:33:30,1,360
706,S011,2024-06-06 12:23:35,5,434
707,S001,2024-06-06 12:21:43,7,312
708,S006,2024-06-06 12:13:32,5,431
709,S003,2024-06-06 12:51:09,7,396
710,S011,2024-06-06 12:35:58,7,542
711,S008,2024-06-06 13:40:45,6,412
712,S009,2024-06-06 14:09:33,8,435
713,S006,2024-06-06 14:02:42,1,314
714,S003,2024-06-06 12:33:06,4,335
715,S002,2024-06-06 13:05:05,1,453
716,S003,2024-06-06 12:08:15,11,449
717,S005,06/06/2024 14:43:01,3,519
718,S012,2024-06-06 12:51:55,6,493
719,S015,2024-06-06 11:22:38,3,526
720,S014,2024-06-06 12:08:22,9,523
721,S003,2024-06-06 12:25:16,8,-407
722,S005,2024-06-06 12:52:00,6,396
723,S016,2024-06-06 14:15:51,5,254
724,S001,2024-06-06 11:27:56,9,441
725,S006,2024-06-06 14:39:14,12,449
726,S008,2024-06-06 12:01:47,9,389
727,S007,2024-06-06 11:05:07,2,343
728,S009,2024-06-06 11:27:01,12,501
729,S001,2024-06-06 12:00:08,3,302
730,S008,2024-06-06 09:41:13,2,327
731,S016,2024-06-06 13:53:02,6,487
732,S005,2024-06-06 14:19:04,1,386
733,S009,2024-06-06 10:58:49,7,256
734,S015,2024-06-06 11:31:47,4,267
735,S007,2024-06-06 13:48:19,8,449
736,S002,2024-06-06 13:05:16,12,531
737,S012,2024-06-06 16:04:15,1,361
738,S006,2024-06-06 10:57:50,5,549
739,S016,2024-06-06 12:26:05,12,329
740,S011,2024-06-06 10:22:41,11,280
741,S004,2024-06-06 11:43:35,3,499
742,S015,2024-06-06 09:49:24,12,348
743,S002,2024-06-06 13:14:34,8,474
744,S006,2024-06-06 12:13:29,9,428
745,S006,2024-06-06 11:13:18,2,521
746,S015,2024-06-06 12:28:11,1,509
747,S012,2024-06-06 12:12:04,10,372
748,S013,2024-06-06 13:48:49,4,518
749,S011,2024-06-06 10:52:33,7,414
750,S005,2024-06-06 11:32:31,3,266
751,S013,2024-06-06 13:06:44,11,500
752,S008,2024-06-06 09:38:58,10,286
753,S003,2024-06-06 12:23:47,8,281
754,S012,2024-06-06 14:37:17,12,279
755,S010,2024-06-06 15:52:06,2,360
756,S013,2024-06-06 13:06:15,4,348
757,S014,2024-06-06 14:15:36,12,304
758,S014,2024-06-06 14:25:35,2,335
759,S006,2024-06-06 15:32:57,9,476
760,S011,2024-06-06 14:15:27,6,461
761,S008,2024-06-06 11:36:49,10,529
762,S012,2024-06-06 15:51:00,8,479
763,S001,06/06/2024 16:32:19,9,319
764,S008,2024-06-06 09:49:52,4,411
765,S005,2024-06-06 12:50:09,2,269
766,S008,2024-06-06 14:32:05,4,381
767,S007,2024-06-06 14:01:50,12,289
768,S004,2024-06-06 10:05:51,10,403
769,S002,2024-06-06 15:02:27,6,428
770,S008,2024-06-06 13:34:40,12,255
771,S002,2024-06-06 13:16:20,6,526
772,S002,2024-06-06 16:02:48,11,451
773,S008,2024-06-06 14:23:09,7,398
774,S002,2024-06-06 11:53:25,9,454
775,S005,2024-06-06 13:14:31,3,496
776,S008,2024-06-06 11:55:27,4,286
777,S003,2024-06-06 12:40:22,2,461
778,S001,2024-06-06 16:22:39,5,336
779,S005,2024-06-06 15:26:14,8,272
780,S003,2024-06-06 11:47:39,2,277
781,S010,2024-06-06 13:52:07,1,425
782,S011,2024-06-06 11:36:34,4,525
783,S005,2024-06-07 12:28:57,12,259
784,S006,2024-06-07 11:32:44,1,395
785,S001,2024-06-07 13:42:42,2,448
786,S004,2024-06-07 14:56:41,1,399
787,S004,2024-06-07 14:56:34,6,498
788,S015,2024-06-07 10:07:59,9,261
789,S013,2024-06-07 09:46:43,12,330
790,S008,2024-06-07 14:32:40,9,391
791,S001,2024-06-07 11:41:21,9,393
792,S003,2024-06-07 13:05:43,12,445
793,S008,2024-06-07 13:18:27,7,373
794,S011,2024-06-07 11:03:41,8,527
795,S007,2024-06-07 13:50:57,3,408
796,S005,2024-06-07 15:22:20,11,539
797,S004,2024-06-07 14:44:09,3,412
798,S014,2024-06-07 12:45:59,7,405
799,S009,07/06/2024 10:50:11,3,346
800,S009,2024-06-07 13:28:38,10,540
801,S012,2024-06-07 11:04:54,2,494
802,S012,2024-06-07 12:57:08,3,448
803,S014,2024-06-07 15:44:14,1,388
804,S007,2024-06-07 15:28:28,2,340
805,S011,07/06/2024 12:41:49,8,376
806,S013,2024-06-07 12:33:47,12,410
807,S002,2024-06-07 12:48:52,9,305
808,S008,07/06/2024 12:33:47,9,525
809,S013,2024-06-07 11:27:28,9,275
810,S010,2024-06-07 12:40:39,8,335
811,S005,2024-06-07 10:42:32,8,481
812,S005,2024-06-07 12:13:01,7,461
813,S007,2024-06-07 11:49:44,8,296
814,S006,2024-06-07 10:42:45,12,313
815,S013,2024-06-07 13:28:10,12,511
816,S006,2024-06-07 14:58:55,6,539
817,S006,2024-06-07 12:39:19,12,276
818,S010,2024-06-07 10:56:08,11,-342
819,S009,2024-06-07 12:59:31,1,-484
820,S016,2024-06-07 13:22:30,4,361
821,S001,2024-06-07 11:58:40,4,530
822,S002,07/06/2024 10:19:22,3,325
823,S002,2024-06-07 14:43:19,11,545
824,S004,2024-06-07 11:16:18,7,341
825,S006,2024-06-07 12:23:02,8,546
826,S012,2024-06-07 14:13:53,7,284
827,S005,2024-06-07 12:14:26,2,390
828,S002,2024-06-07 14:03:40,2,542
829,S010,2024-06-07 11:52:36,7,412
830,S005,2024-06-07 12:59:46,10,538
831,S006,07/06/2024 13:56:12,10,369
832,S001,2024-06-07 14:06:13,8,310
833,S014,2024-06-07 12:20:51,1,-420
834,S007,2024-06-07 11:51:04,12,394
835,S011,2024-06-07 13:49:21,1,308
836,S001,2024-06-07 12:15:21,3,349
837,S016,2024-06-07 12:55:40,1,319
838,S011,2024-06-07 15:28:03,8,461
839,S011,2024-06-07 09:46:36,9,524
840,S012,2024-06-07 11:59:01,2,326
841,S006,2024-06-07 11:26:07,10,449
842,S011,2024-06-07 11:56:05,12,266
843,S015,2024-06-07 13:06:11,5,360
844,S007,2024-06-07 13:01:51,2,477
845,S007,2024-06-07 14:04:33,6,497
846,S004,2024-06-07 11:33:02,9,317
847,S004,2024-06-07 15:31:43,1,409
848,S011,2024-06-07 10:48:49,8,273
849,S010,2024-06-07 12:12:12,11,357
850,S015,2024-06-07 11:57:10,11,-310
851,S004,2024-06-07 12:20:20,4,527
852,S010,2024-06-07 11:20:19,10,375
853,S015,2024-06-07 09:57:57,1,316
854,S002,2024-06-07 12:32:45,2,468
855,S015,2024-06-07 12:09:52,10,432
856,S003,2024-06-07 11:03:52,8,540
857,S004,2024-06-07 13:49:45,8,408
858,S008,2024-06-07 15:19:25,3,382
859,S011,2024-06-07 12:56:04,6,482
860,S015,2024-06-07 14:16:38,3,394
861,S013,2024-06-07 12:13:41,12,304
862,S015,2024-06-07 11:45:15,7,461
863,S013,2024-06-07 11:34:44,2,424
864,S014,2024-06-07 13:10:15,10,425
865,S016,2024-06-07 12:13:06,2,487
866,S013,2024-06-07 13:49:38,2,305
867,S016,2024-06-07 10:42:52,11,281
868,S001,2024-06-07 12:48:18,3,326
869,S007,2024-06-07 12:05:50,4,412
870,S014,07/06/2024 16:26:37,12,426
871,S013,2024-06-07 10:24:57,3,400
872,S012,2024-06-07 14:55:15,2,394
873,S011,2024-06-07 12:36:27,12,445
874,S016,2024-06-07 13:13:53,3,346
875,S005,2024-06-07 11:04:04,5,314
876,S016,2024-06-07 16:06:08,11,473
877,S014,2024-06-07 13:31:29,8,467
878,S015,2024-06-07 11:41:27,7,431
879,S008,2024-06-07 11:56:59,12,506
880,S002,2024-06-07 13:55:07,10,497
881,S003,2024-06-07 16:16:48,3,519
882,S003,2024-06-07 11:48:40,9,295
883,S003,2024-06-07 14:27:19,11,526
884,S001,2024-06-07 13:03:30,8,482
885,S012,2024-06-07 11:18:44,5,398
886,S009,2024-06-07 13:19:36,1,492
887,S001,2024-06-07 10:37:32,5,498
888,S009,07/06/2024 11:58:16,3,393
889,S004,2024-06-07 15:18:47,10,339
890,S006,2024-06-07 12:56:51,5,370
891,S003,2024-06-07 14:43:48,3,328
892,S008,2024-06-07 14:02:10,11,475
893,S012,2024-06-07 14:12:07,1,385
894,S016,2024-06-07 14:08:48,5,493
895,S013,2024-06-07 11:09:55,8,384
896,S015,2024-06-07 15:53:43,7,411
897,S012,2024-06-07 12:16:17,7,389
898,S013,2024-06-07 14:05:37,8,373
899,S006,2024-06-07 09:34:00,6,-530
900,S004,2024-06-07 13:49:22,9,303
901,S007,2024-06-07 13:30:03,1,262
902,S007,2024-06-07 13:56:07,10,312
903,S013,2024-06-07 14:29:11,11,539
904,S009,2024-06-07 13:42:04,5,489
905,S009,2024-06-07 11:52:49,7,415
906,S013,2024-06-07 16:38:16,7,420
907,S015,2024-06-07 16:11:12,2,501
908,S016,2024-06-07 13:09:27,2,323
909,S015,2024-06-07 10:49:04,12,382
910,S015,07/06/2024 11:10:40,1,504
911,S002,2024-06-07 11:55:44,11,449
912,S001,2024-06-07 12:54:25,9,501
913,S003,2024-06-07 09:19:44,9,365
914,S012,2024-06-07 12:34:40,6,405
915,S009,2024-06-03 13:08:21,2,485
916,S009,2024-06-07 14:15:41,4,340
917,S009,2024-06-05 10:07:24,11,347
918,S010,2024-06-03 13:52:57,2,433
919,S010,2024-06-04 10:38:40,8,347
920,S010,2024-06-02 10:04:01,12,372
921,S010,2024-06-04 12:31:50,9,407
922,S010,2024-06-04 13:08:53,8,258
923,S010,2024-06-01 12:17:21,12,271
924,S015,2024-06-04 10:56:51,11,517
925,S015,2024-06-04 15:36:55,9,326
926,S015,2024-06-06 13:19:59,2,268
927,S015,2024-06-06 11:07:41,1,491
928,S015,2024-06-05 10:12:44,11,316
929,S015,2024-06-01 11:20:03,5,299
